Code,Short Name(In Chinese),Short Name,Full Name,Web Site,;;;
600602,云赛智联,INESA-IT,INESA Intelligent Tech Inc.,www.inesa-it.com,;;;
600603,*ST兴业,DZXY,DAZHOU XINGYE HOLDINGS CO.;LTD,-,;;
600604,市北高新,SHIBEI HI-TECH,SHANGHAI SHIBEI HI-TECH CO.;LTD.,www.shibeiht.com,;;
600605,汇通能源,HUITONG ENERGY,SHANGHAI HUITONG ENERGY CO.;LTD.,http://www.huitongenergy.com,;;
600606,绿地控股,-,Greenland Holdings Corporation Limited,www.ldjt.com.cn,;;;
600608,上海科技,SBT,SHANGHAI BROADBAND TECHNOLOGY CO.;LTD.,www.600608.net,;;
600609,金杯汽车,SJA,SHENYANG JINBEI AUTOMOTIVE COMPANY LIMTED,-,;;;
600610,中毅达,ZYD,Shang Hai Zhong Yi Da Co.;Ltd,http://www.600610.com.cn,;;
600611,大众交通,DZT,DAZHONG TRANSPORTATION（GROUP）CO.;LTD.,WWW.96822.COM,;;
600612,老凤祥,L.F.X,LAO FENG XIANG CO.;LTD.,http://www.chinafirstpencil.com/,;;
600613,神奇制药,Shenqi Pharmaceutical,Shanghai Shenqi Pharmaceutical Investment Management Co.; Ltd.,：http://www.gzsq.com,;;
600614,鼎立股份,DINGLI CO.;LTD,SHANGHAI DINGLI TECHNOLOGY DEVELOPMENT GROUP CO.;LTD,http://www.600614.com/,;
600615,丰华股份,SFH,SHANGHAI FENGHWA GROUP CO.;LTD,http://www.fenghwa.sh.cn,;;
600616,金枫酒业,SJW,SHANGHAI JINFENG WINE COMPANY LIMITED,http://www.jinfengwine.com,;;;
600617,国新能源,GX ENERGY,SHANXI GUOXIN ENERGY CORPORATION LIMITED,-,;;;
600618,氯碱化工,SCAC,SHANGHAI CHLOR-ALKALI CHEMICAL CO.;LTD.,http://www.scacc.com,;;
600619,海立股份,HIGHLY GROUP,SHANGHAI HIGHLY(GROUP) CO.;LTD.,http://www.highly.cc,;;
600620,天宸股份,SHSTC,SHANGHAI TIANCHEN CO.;LTD.,http://www.shstc.com,;;
600621,华鑫股份,SHCF,SHANGHAI CHINAFORTUNE CO.; LTD,www.shchinafortune.com,;;
600622,嘉宝集团,JB,SHANGHAI JIABAO INDUSTRY & COMMERCE (GROUP) CO.;LTD,http：//www.jbjt.com,;;
600623,华谊集团,-,SHANGHAI HUAYI GROUP CORPORATION  LTD.,-,;;;
600624,复旦复华,FUDAN FORWARD,SHANGHAI FUDAN  FORWARD S&T CO.; LTD,http：//www. forwardgroup. com,;;
600626,申达股份,SD,Shanghai Shenda Co.;Ltd.,http://www.cnshenda.com.cn,;;
600628,新世界,SNW,SHANGHAI NEW WORLD CO.;LTD.,http://www.newworld-china.com,;;
600629,华建集团,Arcplus,Arcplus Group PLC,www.acrplus.com.cn,;;;
600630,龙头股份,SHD,SHANGHAI DRAGON CORPORATION,HTTP://www.shanghaidragon.com.cn,;;;
600633,浙报传媒,ZDM,Zhejiang Daily Media Group Co.;Ltd.,www.600633.cn,;;
600634,中技控股,ZHONGJI HOLDING,SHANGHAI ZHONGJI INVESTMENT HOLDING CO.; LTD.,http://www.zpzchina.com/,;;
600635,大众公用,DZUG,Shanghai DaZhong Public Utilities (Group) Co.;Ltd,HTTP://WWW.dzug.cn,;;
600636,三爱富,3FNM,SHANGHAI 3F NEW MATERIALS COMPANY LIMITED,http://www.sh3f.com,;;;
600637,东方明珠,-,Shanghai Oriental Pearl Media Co.;Ltd.,www.oriental-pearl.cn,;;
600638,新黄浦,NHPRECL,SHANGHAI NEW HUANG PU REAL ESTATE CO.;LTD.,HTTP://WWW.600638.com,;;
600639,浦东金桥,PUDONG JINQIAO,Shanghai Jinqiao Export Processing Zone Development Co.;Ltd.,http://www.58991818.com,;;
600640,号百控股,BTH,Besttone Holding co.;Ltd.,http://www.besttoneh.com,;;
600641,万业企业,SHWY,SHANGHAI WANYE ENTERPRISES CO.;LTD.,http://www.600641.com.cn,;;
600642,申能股份,Shenergy,SHENERGY COMPANY LIMITED,http://www.shenergy.net.cn,;;;
600643,爱建集团,AJ,SHANGHAI AJ GROUP CO.;LTD.,http://www.aj.com.cn,;;
600644,乐山电力,LEP,LESHAN ELECTRIC POWER CO.;LTD.,www.lsep.com.cn,;;
600645,中源协和,Zhongyuan Union,ZHONGYUAN UNION CELL & GENE ENGINEERING CORP.; LTD,www.vcanbio.com,;;
600647,同达创业,SHTD,SHANGHAI TONGDA VENTURE CAPITAL CO.; LTD．,/,;;
600648,外高桥,WGQ,SHANGHAI WAI GAOQIAO FREE TRADE ZONE DEVELOPMENT CO.;LTD.,http://www.waigaoqiao.com.cn,;;
600649,城投控股,SMI Holding,Shanghai SMI Holding Co.; Ltd.,www.sh600649.com,;;
600650,锦江投资,JINJIANG INVEST,Shanghai Jin Jiang International Industrial Investment Co.;Ltd,www.jjtz.com,;;
600651,飞乐音响,FACS,Shanghai Feilo Acoustics Co.; ltd,www.facs.com.cn,;;
600652,游久游戏,U9 GAME,SHANGHAI U9 GAME CO.;LTD.,www.u9game.com.cn,;;
600653,申华控股,SSHC,Shanghai Shenhua Holdings Co.;Ltd.,HTTP://www.600653.com.cn,;;
600654,中安消,CSF,China Security & Fire Co.;Ltd,http://www.600654.com/,;;
600655,豫园商城,YYTM,SHANGHAI YUYUAN TOURIST MART CO.;LTD,www.yuyuantm.com.cn,;;
600657,信达地产,Cinda Real Estate,Cinda Real Estate Co.，Ltd.,www.cindare.com,;;;
600658,电子城,BEZ,Beijing Electronic Zone Investment and Development Co.; Ltd,http://www.bez.com.cn,;;
600660,福耀玻璃,FYG,FUYAO GLASS INDUSTRY GROUP CO.;LTD,HTTP://WWW.FUYAOGROUP.COM,;;
600661,新南洋,SXN,SHANGHAI XIN  NAN YANG CO.;LTD,HTTP://WWW.XIN－NY.COM,;;
600662,强生控股,Qiang  Sheng  Holding,Shanghai QiangSheng Holding CO.;Ltd.,HTTP://WWW.62580000.com.cn,;;
600663,陆家嘴,LJZ,Shanghai Lujiazui Finance & Trade Zone Development Co.;Ltd.,HTTP://WWW.LJZ.COM.CN,;;
600664,哈药股份,HPGC,Harbin Pharmaceutical Group CO.;LTD.,http://www.hayao.com,;;
600665,天地源,TANDE,Tande CO.;LTD.,www.tande.cn,;;
600666,奥瑞德,AURORA,AURORA OPTOELECTRONICS CO.;LTD,www.aurora-sapphire.cn,;;
600667,太极实业,WXTJ,WUXI TAIJI INDUSTRY COMPANY LIMITED.,http://www.wxtj.com,;;;
600668,尖峰集团,ZJJF,ZHEJIANG JIANFENG GROUP CO.;LTD,http://www.jianfeng.com.cn,;;
600671,天目药业,TMSP,HANGZHOU TIAN-MU-SHAN PHARMACEUTICAL ENTERPRISE CO.;LTD,http://www.hztmyy.com,;;
600673,东阳光科,GDHEC CO.;LTD,GUANGDONG HEC TECHNOLOGY HOLDING CO.; LTD,www.hec-al.com,;
600674,川投能源,SCTE,SICHUAN CHUANTOU ENERGY CO.;LTD.,www.scte.com.cn,;;
600675,*ST中企,CECL.,CHINA ENTERPRISE COMPANY LIMITED,http://www.cecl.com.cn,;;;
600676,交运股份,SJY.,SHANGHAI JIAO YUN  GROUP CO.; LTD.,http://www.cnsjy.com,;;
600677,航天通信,AEROCOM,AEROSPACE COMMUNICATIONS HOLDINGS GROUP CO.;LTD.,www.aerocom.cn,;;
600678,四川金顶,SCGS,SICHUAN GOLDEN SUMMIT (GROUP) JOINT-STOCK CO.; LTD.,http://www.scjd.cn,;;
600679,上海凤凰,SPEG,ShangHai Phoenix Enterprise (Group) CO.; LTD.,http://www.jskfjs.com,;;
600680,上海普天,shpte,SHANGHAI POTEVIO CO.;LTD.,http://www.shpte.com,;;
600681,百川能源,BESTSUN RNREGY ,BESTSUN RNREGY  CO.; LTD.,HTTP://WWW.WINOWNER.COM,;;
600682,南京新百,NJXB,NANJING XINJIEKOU DEPARTMENT STORE CO.;LTD,HTTP://www.njxb.com,;;
600683,京投发展,MTL,METRO LAND CORPORATION LTD,http://www.600683.com,;;;
600684,珠江实业,GZPR,GUANGZHOU PEARL RIVER INDUSRIAL DEVELOPMENT CO.;LTD.,HTTP://WWW.GZZJSY.COM,;;
600685,中船防务,COMEC,CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY LIMITED,comec.cssc.net.cn,;;;
600686,金龙汽车,KLM,XIAMEN KING LONG MOTOR GROUP CO.;TLD.,www.xmklm.com.cn,;;
600687,刚泰控股,GTKG,Gansu Gangtai Holding(Group) Co.;Ltd,www.gangtaikonggu.com.cn,;;
600688,上海石化,SPC,SINOPEC SHANGHAI PETROCHEMICAL CO.;LTD,http://www.spc.com.cn,;;
600689,上海三毛,SMEG,SHANGHAI SANMAO ENTERPRISE (GROUP) CO.，LTD.,www.600689.com,;;;
600690,青岛海尔,HAIER,QINGDAO HAIER CO.，LTD,http://www.haier.net/cn/about_haier/,;;;
600691,阳煤化工,YMCC,YANGMEI CHEMICAL CO.;LTD,http://www.ymhg.com.cn,;;
600692,亚通股份,YT,SHANG HAI YA TONG CO.;LTD.,http://www.shanghaiyateng。com,;;
600693,东百集团,FJDB,FUJIAN DONGBAI (GROUP) CO.;LTD.,www.dongbai.com,;;
600694,大商股份,DS,DASHANG CO.，LTD.,-,;;;
600695,绿庭投资,GIG,Shanghai Greencourt Investment Group Co.; Ltd.,http://www.greencourtinvestment.com,;;
600696,匹凸匹,P2P,P2P Financial Information Service Co.; Ltd.,www.p2p.com,;;
600697,欧亚集团,CCEG,CHANG CHUN EURASIA GROUP CO.; LTD.,www.cn-eurasiagroup.com,;;
600698,湖南天雁,HNTY,HUNAN TYEN MACHINERY CO.; LTD,http://www.tyen.com.cn,;;
600699,均胜电子,NJEC,NINGBO JOYSON ELECTRONIC CORP.,http://www.joyson.cn,;;;
600701,*ST工新,HGDHTED,HARBIN GONG DA HIGH-TECH ENTERPRISE DEVELOPMENT CO.;LTD.,hit-hi-tech.cn,;;
600702,沱牌舍得,Tuopai Shede ,Sichuan Tuopai Shede Wine Co.; Ltd.,http://www.chinatuopai.com,;;
600703,三安光电,SAN'AN OPTO,SAN'AN OPTOELECTRONICS CO.;LTD,www.sanan-e.com,;;
600704,物产中大,-,Wuchan Zhongda Group Co.; Ltd.,-,;;
600705,中航资本,AVIC CAPITAL,AVIC CAPITAL CO.;LTD.,http://www.aviccapital.com,;;
600706,曲江文旅,QJCT,XI’AN QUJIANG CULTURAL TOURISM CO.;LTD.,www.qjtourism.com,;;
600707,彩虹股份,CDD,CAIHONG DISPLAY DEVICES CO.;LTD,http://www.chgf.com.cn,;;
600708,光明地产,-,BRIGHT REAL ESTATE GROUP CO.;LIMITED,www.bre600708.com,;;
600711,盛屯矿业,CTM,CHENGTUN MINING GROUP CO.;LTD,www.600711.com,;;
600712,南宁百货,N.N.STORE,NANNING DEPARTMENT STORE CO.;LTD.,http://www.nnbh.com.cn,;;
600713,南京医药,NPC,NanJing Pharmaceutical Company Limited,www.njyy.com,;;;
600714,金瑞矿业,Jinrun Mineral ,Qinghai Jinrun Mineral Development Co.; Ltd,-,;;
600715,文投控股,CIH,CULTURAL INVESTMENT HOLDINGS CO.，LTD.,无,;;;
600716,凤凰股份,PHOENIX PROPERTY,JIANGSU PHOENIX PROPERTY INVESTMENT COMPANY LIMITED,http://www.fhzy.cn/,;;;
600717,天津港,TIANJIN PORT,TIANJIN PORT HOLDINGS CO.;LTD.,www.tianjin-port.com,;;
600718,东软集团,Neusoft,Neusoft Corporation,http://www.neusoft.com,;;;
600719,大连热电,DTPC,DALIAN THERMAL POWER CO.;LTD.,http://www.dlrd.com,;;
600720,祁连山,QLS,GANSU QILIANSHAN CEMENT GROUP CO.;LTD.,www.qlssn.com,;;
600721,*ST百花,BHC,Xinjiang Baihuacun co.;ltd,www.xjbhc.net,;;
600722,金牛化工,JINNIU CHEMICAL,HEBEI JINNIU CHEMICAL INDUSTRIAL CO.;LTD,www.hbjnhg.com,;;
600723,首商股份,BCRG,Beijing Capital Retailing Group Co.; Ltd.,http://www.xdsc.com.cn,;;
600724,宁波富达,NINGBOFUDA,NINGBO FUDA COMPANY LIMITED,http://www.Fuda.com,;;;
600725,*ST云维,YNYW,YUNNAN YUNWEI COMPANY LIMITED,http://www.ywgf.cn,;;;
600726,华电能源,HDECL,Huadian Energy Company Limited,-,;;;
600727,鲁北化工,LBC,SHANDONG LUBEI CHEMICAL CO.;LTD.,http://www.lubeichem.com,;;
600728,佳都科技,PCI-STCL,PCI-SUNTEK TECHNOLOGY CO.; LTD.,HTTP://WWW.SUNTEKTECH.COM,;;
600729,重庆百货,CBEST,CHONGQING DEPARTMENT STORE CO.;LTD.,http://www.e-cbest.com,;;
600730,中国高科,CHINA HI-TECH,CHINA HI-TECH GROUP CO.;LTD.,http://www.chinahitech.com.cn,;;
600731,湖南海利,HLC,HUNAN HAILI CHEMICAL INDUSTRY CO.;LTD.,http://www.hnhlc.com,;;
600733,S前锋,QFEC, ChengDu QianFeng Electronic Co;.Ltd,-,;;
600734,实达集团,SG,Fujian Start Group Co. Ltd,http://www.start.com.cn/,;;;
600735,新华锦,HIKING,SHANDONG HIKING INTERNATIONAL CO.; LTD.,-,;;
600736,苏州高新,SZNH,SUZHOU NEW DISTRICT HI-TECH INDUSTRIAL CO.;LTD,HTTP://WWW.sndnt.com,;;
600737,中粮屯河,Cofco  Tunhe  ,Cofco  Tunhe  Co.;Itd.,HTTP://WWW.TUNHE.COM,;;
600738,兰州民百,LZMB,LANZHOU MINBAI SHAREHOLDING (GROUP) CO.;LTD.,HTTP://www.lzminbai.com.cn,;;
600739,辽宁成大,LNCD,LIAONING CHENGDA CO.;LTD.,http://www.chengda.com.cn,;;
600740,山西焦化,SCC,SHAN XI COKING CO.;LTD,www.sxjh.com.cn,;;
600741,华域汽车,HASCO,HUAYU Automotive Systems Company Limited,www.huayu-auto.com,;;;
600742,一汽富维,FAWAY,Changchun FAWAY Automobile Components Co.; Ltd,www.fawfw.com.cn,;;
600743,华远地产,HY PROPERTY,HUAYUAN PROPERTY CO.;LTD.,www.hy-online.com,;;
600744,华银电力,DHEP,DATANG HUAYIN ELECTRIC POWER CO.;LTD.,HTTP://WWW.HYPOWER.COM.CN,;;
600745,中茵股份,JOININ,JOININ (HOLDING) CO.;LTD.,www.joinin-holding.com,;;
600746,江苏索普,SOPO,JIANGSU SOPO CHEMICAL CO.LTD.,Http://www.sopo.com.cn,;;;
600747,大连控股,dlkg,DALIAN DAFU ENTERPRISES HOLDINGS CO.;LTD,www.dl-hold.com,;;
600748,上实发展,SID,SHANGHAI INDUSTRIAL DEVELOPMENT CO.;LTD.,www.sidlgroup.com,;;
600749,西藏旅游,TIBET TOURISM,TIBET TOURISM CO.;LTD,http://www.600749.com,;;
600750,江中药业,JZYY,JIANGZHONG PHARMACEUTICAL CO.;LTD,http://www.jzjt.com,;;
600751,天海投资,TIC,TIANJIN TIANHAI INVESTMENT CO.; LTD.,www.tjtmsc.com,;;
600753,东方银星,HOSSI,HENAN  ORIENTAL SILVER STAR INVESTMENT CO.LTD,http://www.yinxingdf.com,;;;
600754,锦江股份,JINJIANG SHARES,Shanghai Jin Jiang International Hotels Development Co.;Ltd.,Http://www.jinjianghotels.sh.cn,;;
600755,厦门国贸,ITG,XIAMEN INTERNATIONAL TRADE GROUP CORP.; LTD.,http：//www.itg.com.cn,;;
600756,浪潮软件,ISS,Inspur software  Co.;Ltd.,HTTP://WWW.Inspur.com.cn,;;
600757,长江传媒,CJPL,Changjiang Publishing & Media Co.;Ltd,http://www.cjcb.com.cn/,;;
600758,红阳能源,HYNY,LIAONING HONGYANG ENERGY RESOURCE INVEST Co.Ltd.,-,;;;
600759,洲际油气,Geo-Jade Petroleum,Geo-Jade Petroleum Corporation,http://www.sse.com.cn,;;;
600760,*ST黑豹,ZHHB,ZHONGHANG HEIBAO CO.;LTD,HTTP://www.heibao.com,;;
600761,安徽合力,AHHL,ANHUI HELI CO.;LTD.,http://www.helichina.com,;;
600763,通策医疗,TCMEDICAL,TOPCHOICE MEDICAL INVESTMENT CO.INC,www.tcmedical.com.cn,;;;
600764,中电广通,CEC CoreCast,CEC CoreCast Corporation Limited,www.cecgt.com,;;;
600765,中航重机,AVICHM,AVIC HEAVY MACHINERY CO.;LTD.,http://www.avichm.com,;;
600766,园城黄金,yuancheng gold,YanTai Yuancheng Gold CO.;LTD .,-,;;
600767,运盛医疗,winsan,WINSAN(SHANGHAI)  MEDICAL SCIENCE AND TECHNOLOGY CO.;LTD,http://www.winsan.cn,;;
600768,宁波富邦,NBFB,NINGBO FUBANG JINGYE GROUP Co;.LTD,HTTP://www.600768.com.cn,;;
600769,祥龙电业,XLDY,WUHAN XIANGLONG POWER INDUSTRY CO;LTD.,-,;;
600770,综艺股份,JSZY,Jiangsu Zongyi Co.;LTD,http://www.600770.com,;;
600771,广誉远,GuangYuYuan,GuangYuYuan Chinese Herbal Medicine Co.;Ltd.,http://www.guangyuyuan.com,;;
600773,西藏城投,TUDI,Tibet Urban Development and Investment Co.;LTD,http://www.600773sh.com,;;
600774,汉商集团,HSGC,WUHAN HANSHANG GROUP CO.;LTD.,http://www.whhsg.com,;;
600775,南京熊猫,NPEC,NANJING PANDA ELECTRONICS COMPANY LIMITED,http://www.chinapanda.com.cn,;;;
600776,东方通信,Eastcom,EASTERN COMMUNICATIONS CO.;LTD.,http://www.eastcom.com,;;
600777,新潮能源,XCEC,SHANDONG XINCHAO ENERGY CORPORATION LIMITED,http://WWW.xinchashiye.com,;;;
600778,友好集团,YOUHAO GROUP,XINJIANG YOUHAO (GROUP) CO.;LTD,http://www.xjyh.com,;;
600779,水井坊,SCSF,SICHUAN SWELLFUN CO.;LTD,www.swellfun.com,;;
600780,通宝能源,TEC,TOP ENERGY COMPANY LTD.SHANXI,http://www.600780.com.cn,;;;
600781,辅仁药业,FR,FUREN PHARMACEUTICAL INDUSTRIL(GROUP) CO.;COM,http://www.shfuren.cn,;;
600782,新钢股份,xinsteel,Xinyu Iron ＆ Steel Co.;Ltd,http://www.xinsteel.com.cn,;;
600783,鲁信创投,Luxin Co.;,Luxin Venture Capital Group Co.; Ltd.,HTTP://WWW.600783.CN,;
600784,鲁银投资,LUYIN INVEST,LUYIN INVESTMENT GROUP CO.;LTD.,-,;;
600785,新华百货,XHCG,YINCHUAN XINHUA COMMERCIAL (GROUP) CO.;LTD.,www.xhds.com.cn,;;
600787,中储股份,CMST,CMST Development Co.;Ltd.,www.cmstd.com.cn,;;
600789,鲁抗医药,LKPC,SHANDONG LUKANG PHARMACEUTICAL CO.;LTD.,www.lkpc.com,;;
600790,轻纺城,L&T  City,ZheJiang China Light&Textile Industrial City Group Co.;Ltd.,http://www.qfcgroup.com,;;
600791,京能置业,BEIH-ZY,BEIH-PROPERTY CO.; LTD,WWW.BEIH-ZY.COM,;;
600792,云煤能源,YNCE,Yunnan Coal & Energy Co.;Ltd.,http://www.ymnygf.com,;;
600793,宜宾纸业,Yibin Paper,YibinpaperindustryCO.;LTD,HTTP://WWW.yb-zy.com,;;
600794,保税科技,ZFTC,ZHANGJIAGANG FREETRADE SCIENCE AND TECHNOLOGY CO.;LTD.,www.zftc.net,;;
600795,国电电力,GDPD,GD POWER DEVELOPMENT CO.; LTD,www.600795.com.cn,;;
600796,钱江生化,QJBIOCH,ZHEJIANG QIANJIANG BIOCHEMICAL COMPANY LIMITED,http://www.600796.com,;;;
600797,浙大网新,INSIGMA,INSIGMA TECHNOLOGY CO.;LTD.,www.insigma.com.cn,;;
600798,宁波海运,NBMC,NINGBO MARINE COMPANY LIMITED.,http//www.nbmc.com.cn,;;;
600800,天津磁卡,GMCC,TIAN JIN GLOBAL MAGNETIC CARD CO.;LTD,HTTP://www.gmcc.com.cn,;;
600801,华新水泥,HUAXINCEM,HUAXIN  CEMENT  CO.;  LTD.,http//www.huaxincem .com,;;
600802,福建水泥,FJC,FUJIAN CEMENT INC.,http://www.fjcement.com/,;;;
600803,新奥股份,ENN-EC,ENN Ecological Holdings  Co.;LTD,http://www.enn-ec.com.cn,;;
600804,鹏博士,DR.PENG,DR.PENG TELECOM&MEDIA GROUP CO.;LTD.,http://www.drpeng.com.cn,;;
600805,悦达投资,Yueda Inv.,Jiangsu Yueda Investment Co.Ltd.,http://www.yueda.com,;;;
600806,*ST昆机,KMJC,SHENJI GROUP KUNMING MACHINE TOOL COMPANY LIMITED,http://www.kmtcl.com.cn,;;;
600807,天业股份,S.T.H,Shandong Tyan Home Co.;Ltd,www.tyanhome.com.cn,;;
600808,马钢股份,MAS C.L.,MAANSHAN IRON & STEEL COMPANY LIMITED,http://www.magang.com.cn,;;;
600809,山西汾酒,Shanxi Fen Wine,SHANXI XINGHUACUN FEN WINE FACTORY  CO.;LTD,http://www.fenjiu.com.cn,;;
600810,神马股份,SMIC,SHEN MA INDUSTRY CO.;LTD,www.shenma.com,;;
600811,东方集团,OGI,ORIENT GROUP INCORPORATION,http：//www.china-orient.com,;;;
600812,华北制药,NCPC,NORTH CHINA PHARMACEUTICAL COMPANY. LTD,HTTP://www.ncpc.com,;;;
600814,杭州解百,HJBG,HANGZHOU JIEBAI GROUP CO.; LIMITED.,http://www.jiebai.com,;;
600815,厦工股份,XGMA,Xiamen XGMA Machinery Company Limited.,www.xiagong.com,;;;
600816,安信信托,AXXT,ANXIN TRUST CO.;LTD,http://www.anxintrust.com,;;
600817,*ST宏盛,HST,XI'AN HONGSHENG TECHNOLOGY CO.;LTD.,-,;;
600818,中路股份,ZLC,ZHONGLU CO;.LTD.,http://www.cnforever.com,;;
600819,耀皮玻璃,SYP,SHANGHAI YAOHUA PILKINGTON GLASS GROUP CO;LTD.,www.sypglass.com,;;
600820,隧道股份,STEC,SHANGHAI TUNNEL ENGINEERING CO.;LTD.,www.stec.net,;;
600821,津劝业,TJQYC,Tianjin Quan Ye Chang (Group) Co.; Ltd,http://www.qyc.com.cn/,;;
600822,上海物贸,SMTC,Shanghai Material Trading Co.; Ltd.,http://www.shwmzx.com/,;;
600823,世茂股份,SMG,Shanghai Shimao Co.;Ltd,http://www.shimaoco.com,;;
600824,益民集团,YIMIN GROUP,SHANGHAI YIMIN COMMERCIAL GROUP CO.; LTD.,HTTP://www.yimingroup.com,;;
600825,新华传媒,Xinhua Media,Shanghai Xinhua Media Co.; Ltd,http://www.xhmedia.com,;;
600826,兰生股份,LANSHENG,SHANGHAI LANSHENG CORPORATION,http://www.lansheng.com,;;;
600827,百联股份,SBGCL,SHANGHAI BAILIAN GROUP CO.; LTD.,http://www.bailian.sh.cn,;;
600828,茂业商业,Maoye Commercial ,Maoye Commercial Co.;Ltd.,HTTP://www.cpds.cn,;;
600829,人民同泰,HRPC,HPGC Renmintongtai Pharmaceutical Corporation,www.hyrmtt.com.cn,;;;
600830,香溢融通,SLT,SUNNY LOAN TOP CO.;LTD,http://www.sunnyloantop.cn,;;
600831,广电网络,SXBN,SHAANXI BROADCAST & TV NETWORK INTERMEDIARY （GROUP）CO.LTD,http://www.600831.com,;;;
600833,第一医药,NO.1.PHARMAC,SHANGHAI NO.1 PHARMACY CO.;LTD.,http://www.dyyy.com.cn,;;
600834,申通地铁,shentong metro,Shanghai Shentong Metro Co.; Ltd.,www.shtmetro.com,;;
600835,上海机电,SMEIC,Shanghai Mechanical & Electrical Industry CO.; LTD.,http://www.chinasec.cn,;;
600836,界龙实业,J.L.C,SHANGHAI JIELONG GROUP INDUSTRY CORPORATION LIMITED,http://www.jielongcorp.com,;;;
600837,海通证券,HAITONG Securities Co.;Ltd.,HAITONG Securities Company Limited,www.htsec.com,;;
600838,上海九百,SHJB,SHANGHAI JOIN BUY CO.;LTD.,www.shjb600838.com,;;
600839,四川长虹,CHANGHONG,SICHUAN CHANGHONG ELECTRIC CO.;LTD.,http://www.changhong.com,;;
600841,上柴股份,SDEC,SHANGHAI DIESEL ENGINE COMPANY LIMITED,http://www.sdec.com.cn,;;;
600843,上工申贝,ShangGong Group,Shang Gong Group Co.; Ltd.,http://www.sgsbgroup.com,;;
600844,丹化科技,DHCT,DANHUA CHEMICAL TECHNOLOGY CO.; LTD.,www.600844.com,;;
600845,宝信软件,Baosight,Shanghai Baosight Software Co.; Ltd.,HTTP://www.baosight.com,;;
600846,同济科技,TJKJ,SHANGHAI TONGJI SCIENCE & TECHNOLOGY INDUSTRIAL CO.;LTD,wwww.tjkjsy.com.cn,;;
600847,万里股份,Wanli New Energy,Chongqing Wanli New Energy Co.;Ltd.,www.cqwanli.com,;;
600848,上海临港,SLHC,Shanghai Lingang Holdings Corporation Limited,www.linganginvestment.com,;;;
600850,华东电脑,ECC,SHANGHAI EAST-CHINA COMPUTER CO.;LTD,www.shecc.com,;;
600851,海欣股份,HX GROUP,SHANGHAI HAIXIN GROUP CO.; LTD.,http//www.haixin.coｍ.cn,;;
600853,龙建股份,LJRB,LONGJIAN ROAD & BRIDGE CO.;LTD.,www.longjianlq.com,;;
600854,春兰股份,CHUNLAN,JIANGSU CHUNLAN REFRIGERATING EQUIPMENT STOCK CO.;LTD,HTTP://WWW.CHUNLAN.COM,;;
600855,航天长峰,ASCF,BEIJING AEROSPACE CHANGFENG CO.;LTD.,http://www.ascf.com.cn,;;
600856,中天能源,-,Changchun  Sinoenergy  Corporation,http://www.snencn.cn,;;;
600857,宁波中百,NBZB,NINGBO ZHONGBAI CO.; LTD.,www.hitsc.com,;;
600858,银座股份,INZONE,INZONE GROUP CO.;LTD,http://www.yinzuostock.com,;;
600859,王府井,Wangfujing,WANGFUJING GROUP CO.; LTD.,http://www.wfj.com.cn,;;
600860,京城股份,JINGCHENG MAC,Beijing Jingcheng Machinery Electric Company Limited,www.btic.com.cn,;;;
600861,北京城乡,BURCG,BEIJING URBAN-RURAL COMMERCIAL (GROUP) CO.; LTD. ,www.bjcx.com.cn,;;
600862,中航高科,-,Avic Aviation High-Technology  Co.; Ltd.,http://www.avicht.cn,;;
600863,内蒙华电,NMHD,INNER MONGOLIA MENGDIAN HUANENG THERMAL POWER CORPORATION LI,WWW.NMHDWZ.COM,;;;
600864,哈投股份,HTGF,HARBIN HATOU INVESTMENT CO.;LTD,-,;;
600865,百大集团,BAIDA GROUP,BAIDA GROUP CO.;LTD,www.baidagroup.com,;;
600866,*ST星湖,STARLAKE SCIENCE,STAR LAKE BIOSCIENCE CO.;INC ZhAOQING GUANGDONG,HTTP://WWW.STARLAKE.COM.CN,;;
600867,通化东宝,THDB,TONGHUA DONGBAO PHARMACEUTICAL CO.;LTD.,http://www.thdb.com,;;
600868,梅雁吉祥,MEI YAN,Guangdong Meiyan jixiang Hydropower Co.;Ltd.,http://www.chinameiyan.com/,;;
600869,智慧能源,Smarter Energy,Far East Smarter Energy Co.;Ltd,HTTP://WWW.600869.com,;;
600870,厦华电子,XOCECO,XIAMEN OVERSEAS CHINESE ELECTRONIC CO.;LTD.,-,;;
600871,石化油服,SSC,SINOPEC OILFIELD SERVICE CORPORATION,http://ssc.sinopec.com,;;;
600872,中炬高新,JonJee Hi-tech,JONJEE HI-TECH INDUSTRIAL & COMMERCIAL HOLDING CO.;LTD,HTTP://WWW.JONJEE.COM,;;
600873,梅花生物,MEIHUA BIO,MeiHua Holdings Group Co.;Ltd,http://www.meihuagrp.com,;;
600874,创业环保,TCEPC,Tianjin Capital Environmental Protection Group Company Limited,www.tjcep.com,;;;
600875,东方电气,DEC,DONGFANG ELECTRIC CORPORATION LIMITED,http://www.dec-ltd.cn/,;;;
600876,洛阳玻璃,LYG,LUOYANG GLASS COMPANY LIMITED,http://www.zhglb.com/,;;;
600877,中国嘉陵,JIALING,CHINA JIALING INDUSTRIAL CO.;LTD.(GROUP),http://www.jialing.com.cn,;;
600879,航天电子,CATEC-LTD,China Aerospace Times Electronics CO.; LTD.,http:// www.catec-ltd.cn,;;
